FID,KUNSTWERKID,KUNSTWERKNAAM,KUNSTENAAR,EIGENDOM_VAN,LENGTEGRAAD,BREEDTEGRAAD,RD_X,RD_Y,LOKATIEBEELD,WEBSITEVERWIJZING,FOTO,CONTACT,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
CUL_KUNSTWERKEN.326,777,De Verbinding,,gemeente Nijmegen,5.864795,51.863494,187896.92489826158,430656.6985721947,"Laauwikstraat, De Spil",https://www.nijmegen.nl/kos/kunstwerk.aspx?id=777,777.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187896.924898262 430656.698572195)
CUL_KUNSTWERKEN.327,779,Zonneboom,,particulier,"5,868298","51,827235",188164.92416793716,426624.34908579045,"Heyendaalseweg, open plein tussen ROC en SSHN",https://www.nijmegen.nl/kos/kunstwerk.aspx?id=779,779.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188164.924167937 426624.34908579)
CUL_KUNSTWERKEN.328,781,Brug naar de wereld,,Onbekend,5.868762,51.863975,188169.81697980885,430712.0156782583,"Begoniastraat Lent, hoek Azaleastraat",https://www.nijmegen.nl/kos/kunstwerk.aspx?id=781,781.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188169.816979809 430712.015678258)
CUL_KUNSTWERKEN.329,782,Gulden Snede van Nijmegen,Boudewijn Corstiaensen,gemeente Nijmegen,5.852612,51.840637,187074.05093091252,428108.32413592003,Campusbaan,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=782,782.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187074.050930913 428108.32413592)
CUL_KUNSTWERKEN.330,783,Wenssteen,Boudewijn Corstiaensen,gemeente Nijmegen,5.862985,51.830339,187796.40867927912,426967.267321894,Oude Groenewoudseweg 'Groene Perron',https://www.nijmegen.nl/kos/kunstwerk.aspx?id=783,783.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187796.408679279 426967.267321894)
CUL_KUNSTWERKEN.331,784,Lights Crossing,,gemeente Nijmegen,5.840492,51.856888,186227.5193229341,429911.0277497723,Brug De Oversteek,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=784,784.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (186227.519322934 429911.027749772)
CUL_KUNSTWERKEN.332,785,CLXIII,,gemeente Nijmegen,5.845511,51.853784,186575.45795114845,429567.8656246598,Waalbandiijk 20,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=785,785.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (186575.457951148 429567.86562466)
CUL_KUNSTWERKEN.333,786,Talia,,gemeente Nijmegen,"5,854028","51,844239",187169.05973322078,428509.686008175,"Stationsplein 11, fietstransferium Doornroosje",https://www.nijmegen.nl/kos/kunstwerk.aspx?id=786,786.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187169.059733221 428509.686008175)
CUL_KUNSTWERKEN.334,787,Romance Confidence,,gemeente Nijmegen,"5,848487","51,853117",186780.96049219318,429494.95731437264,Wegens onderhoud in opslag,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=787,787.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (186780.960492193 429494.957314373)
CUL_KUNSTWERKEN.335,788,Licht Gewelf,,gemeente Nijmegen,"5,85155","51,848142",186995.52658914865,428942.8146681284,"Aalscholverplaats, onderdoorgang",https://www.nijmegen.nl/kos/kunstwerk.aspx?id=788,788.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (186995.526589149 428942.814668128)
CUL_KUNSTWERKEN.336,791,Neptvnvsring,,gemeente Nijmegen,5.885817,51.833605,189367.74108110555,427341.1761456586,"Broerdijk, rotonde Hengstdalseweg",https://www.nijmegen.nl/kos/kunstwerk.aspx?id=791,791.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (189367.741081106 427341.176145659)
CUL_KUNSTWERKEN.337,792,Monument voor de gesneuvelde Nederlandse militairen uit de Tweede Wereldoorlog,Jac Maris,gemeente Nijmegen,5.862955,51.845697,187783.15264333747,428675.88526126725,Plein 1944,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=792,792.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187783.152643337 428675.885261267)
CUL_KUNSTWERKEN.338,793,Willem Barentsz,,gemeente Nijmegen,5.799651,51.810737,183443.1175854909,424759.7759397579,Meijhorst 2001,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=793,793.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (183443.117585491 424759.775939758)
CUL_KUNSTWERKEN.339,794,Ankers in zicht,,gemeente Nijmegen,5.851216,51.851787,186969.92266080767,429348.1874581431,Waalhaven,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=794,794.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (186969.922660808 429348.187458143)
CUL_KUNSTWERKEN.221,21,Sint Jozef,Onbekend,particulier,"5,85847991","51,8443204",187475.77994413173,428520.72320805374,Van Berchenstraat (Kolpinghuis),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=21,21.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187475.779944132 428520.723208054)
CUL_KUNSTWERKEN.222,22,Wapen,Onbekend,particulier,"5,85871678","51,8441521",187492.22402797278,428502.10515903647,Smetiusstraat (Kolpinghuis),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=22,22.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187492.224027973 428502.105159036)
CUL_KUNSTWERKEN.223,25,Vier leeuwen,Henri Leeuw sr.,gemeente Nijmegen,"5,86362605","51,8478107",187827.85075942043,428911.34510930977,Grote markt (Waaggebouw),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=25,25.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187827.85075942 428911.34510931)
CUL_KUNSTWERKEN.224,26,Leeuw,Henri Leeuw jr.,gemeente Nijmegen,"5,86369593","51,8478125",187832.6644576807,428911.5769505957,Kronenburgerpark,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=26,26.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187832.664457681 428911.576950596)
CUL_KUNSTWERKEN.225,26,Leeuw,Henri Leeuw sr.,gemeente Nijmegen,"5,86369593","51,8478125",187832.6644576807,428911.5769505957,Kronenburgerpark,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=26,26.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187832.664457681 428911.576950596)
CUL_KUNSTWERKEN.226,27,Vier stadswapens,Henri Leeuw sr.,gemeente Nijmegen,"5,86369593","51,8478125",187832.6644576807,428911.5769505957,Grote Markt (Waaggebouw),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=27,27.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187832.664457681 428911.576950596)
CUL_KUNSTWERKEN.227,28,Twee paar Karyatiden (kraagstenen),Henri Leeuw sr.,gemeente Nijmegen,5.863739,51.847744,187835.6821405302,428903.9755464231,Grote Markt (Waaggebouw),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=28,28.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187835.68214053 428903.975546423)
CUL_KUNSTWERKEN.228,29,Stadswapen,Henri Leeuw jr.,gemeente Nijmegen,"5,87240419","51,8474758",188432.94840755113,428878.09011862514,Hunnerpark (Belvédère),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=29,29.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188432.948407551 428878.090118625)
CUL_KUNSTWERKEN.229,29,Stadswapen,Henri Leeuw sr.,gemeente Nijmegen,"5,87240419","51,8474758",188432.94840755113,428878.09011862514,Hunnerpark (Belvédère),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=29,29.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188432.948407551 428878.090118625)
CUL_KUNSTWERKEN.230,30,Wapen,Onbekend,particulier,"5,86908191","51,8440872",188206.52892207986,428499.57240481256,Van der Brugghenstraat 5,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=30,30.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188206.52892208 428499.572404813)
CUL_KUNSTWERKEN.231,31,Reliëf (Landschap met molen),Onbekend,particulier,"5,85925777","51,8451426",187528.7874501122,428612.54402567714,Van Berchenstraat 35,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=31,31.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187528.787450112 428612.544025677)
CUL_KUNSTWERKEN.232,33,"Katholieke Gezellenvereeniging, gedenksteen",Onbekend,particulier,"5,85852424","51,8442790",187478.86457715556,428516.1371296495,Van Berchenstraat (Konlpinghuis),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=33,33.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187478.864577156 428516.13712965)
CUL_KUNSTWERKEN.233,88,Zeven medaillons met deugden,Martinus van Dijk,gemeente Nijmegen,"5,86582684","51,8470588",187980.04508699625,428828.6904729903,Burchtstraat (voorgevel stadhuis),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=88,88.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187980.045086996 428828.69047299)
CUL_KUNSTWERKEN.234,104,Saint Louis,Ed van Teeseling,particulier,"5,86452614","51,8410134",187894.8389406766,428155.5283713186,Bijleveldsingel 153 (tuin Stichting KION),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=104,104.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187894.838940677 428155.528371319)
CUL_KUNSTWERKEN.235,34,Negen leeuwen,E.A.F. Bourgonjon,particulier,"5,85300012","51,8435074",187098.75084920702,428427.83807125565,Stationsplein (muurvlakken tussen het 1e perron en de hal),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=34,34.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187098.750849207 428427.838071256)
CUL_KUNSTWERKEN.236,35,Leeuw,Henri Leeuw sr.,particulier,"5,86341265","51,8423821",187817.10535825585,428307.29742367275,Oranjesingel 14,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=35,35.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187817.105358256 428307.297423673)
CUL_KUNSTWERKEN.237,36,Franciscus,Onbekend,particulier,"5,85638541","51,8412207",187333.67625555833,428174.9359223778,Van Oldenbarneveldtstraat 4,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=36,36.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187333.676255558 428174.935922378)
CUL_KUNSTWERKEN.238,38,Leeuw,Onbekend,particulier,"5,87236642","51,8340911",188440.28960156665,427388.97857026523,Groesbeekseweg (gevel Krayenhoffkazerne),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=38,38.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188440.289601567 427388.978570265)
CUL_KUNSTWERKEN.239,39,Leeuw,Onbekend,particulier,"5,87382225","51,8327441",188541.63627654436,427239.7914829892,Gelderselaan 3 (gevel Snijderskazerne),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=39,39.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188541.636276544 427239.791482989)
CUL_KUNSTWERKEN.240,40,Vincentius Ferrerius,Onbekend,particulier,"5,87347833","51,8418239",188511.17010503414,428249.7914526592,Dominicanenstraat 6,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=40,40.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188511.170105034 428249.791452659)
CUL_KUNSTWERKEN.241,41,Portretmedaillon,Onbekend,particulier,"5,87324521","51,8401788",188496.32947040364,428066.66088676313,Dominicanenstraat 145-147,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=41,41.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188496.329470404 428066.660886763)
CUL_KUNSTWERKEN.242,42,Madonna,Onbekend,particulier,"5,84731902","51,8303817",186716.51012010963,426965.06081360474,Dobbelmannweg 1,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=42,42.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (186716.51012011 426965.060813605)
CUL_KUNSTWERKEN.243,43,Johanna de Lestonnac,Onbekend,gemeente Nijmegen,"5,84705212","51,8293176",186698.86171809537,426846.5593958595,Dobbelmannweg 5,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=43,43.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (186698.861718095 426846.55939586)
CUL_KUNSTWERKEN.244,45,Reliëfs over zang en theater,Henri Leeuw jr.,gemeente Nijmegen,"5,86059162","51,8415487",187623.30576172442,428213.3079187811,Keizer Karelplein (De Vereeniging),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=45,45.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187623.305761724 428213.307918781)
CUL_KUNSTWERKEN.245,49,Tien Mercuriuskoppen en een leeuwenkop,Wim Retera,particulier,"5,867302","51,844465",188083.5981341088,428540.79179376404,Mariënburg 67,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=49,49.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188083.598134109 428540.791793764)
CUL_KUNSTWERKEN.246,50,Madonna,Onbekend,particulier,"5,85662189","51,8381526",187352.17844782246,427833.7041025093,De Ruyterstraat 61,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=50,50.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187352.178447822 427833.704102509)
CUL_KUNSTWERKEN.247,52,Mercuriuskop,Egidius Everaerts,particulier,"5,86841741","51,8452991",188159.84539717776,428634.09699835494,Hertogstraat 70,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=52,52.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188159.845397178 428634.096998355)
CUL_KUNSTWERKEN.248,56,Masker (hoekelement),Gijs Jacobs van den Hof,particulier,"5,852325","51,828380",187063.00162671512,426744.56247244915,Marterstraat 45,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=56,56.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187063.001626715 426744.562472449)
CUL_KUNSTWERKEN.249,57,Stenen Bank,Jan van Rijckevorsel,gemeente Nijmegen,"5,82558845","51,8398102",185212.2752607797,428004.7520185327,Bredestraat/Kerkstraat/Korte Bredestraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=57,57.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (185212.27526078 428004.752018533)
CUL_KUNSTWERKEN.250,57,Stenen Bank,Jan van Vucht Tyssen,gemeente Nijmegen,"5,82558845","51,8398102",185212.2752607797,428004.7520185327,Bredestraat/Kerkstraat/Korte Bredestraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=57,57.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (185212.27526078 428004.752018533)
CUL_KUNSTWERKEN.251,58,Dominicus en Albertus Magnus,Jac Maris,particulier,"5,87321772","51,8425393",188492.67823233546,428329.26197901194,Berg en Dalseweg 40 (Maria Geboortekerk),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=58,58.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188492.678232335 428329.261979012)
CUL_KUNSTWERKEN.252,61,Vier gevelbeelden,Egidius Everaerts,particulier,"5,87887280","51,8402093",188884.1354376832,428072.66424967867,Berg en Dalseweg 81,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=61,61.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188884.135437683 428072.664249679)
CUL_KUNSTWERKEN.253,62,Johannes van Saguntum,Chris Tissen,particulier,"5,83837820","51,8342970",186097.50761256582,427396.7860265671,Graafseweg 274,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=62,62.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (186097.507612566 427396.786026567)
CUL_KUNSTWERKEN.254,62,Johannes van Saguntum,Joseph Tissen,particulier,"5,83837820","51,8342970",186097.50761256582,427396.7860265671,Graafseweg 274,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=62,62.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (186097.507612566 427396.786026567)
CUL_KUNSTWERKEN.255,65,Madonna,Onbekend,particulier,"5,86742049","51,8120552",188115.59273242185,424935.1465244049,Heyendaalseweg 239,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=65,65.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188115.592732422 424935.146524405)
CUL_KUNSTWERKEN.256,71,Gedenksteen W.L.P.A. Molengraaff,Onbekend,particulier,5.847894,51.860622,186734.81000738568,430329.65818329033,Lange Hezelstraat 16,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=71,71.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (186734.810007386 430329.65818329)
CUL_KUNSTWERKEN.257,78,Kopje,Albert Meertens,gemeente Nijmegen,"5,86565541","51,8460803",187968.94959976443,428719.75100910396,Nieuwstraat (stadhuis),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=78,78.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187968.949599764 428719.751009104)
CUL_KUNSTWERKEN.258,80,"Gedenksteen voor Jan van Hoof, redder der Waalbrug",Onbekend,gemeente Nijmegen,"5,85666127","51,8486404",187347.35292145805,429000.52750125097,Joris Ivensplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=80,80.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187347.352921458 429000.527501251)
CUL_KUNSTWERKEN.259,85,"Maria, Middelares",,particulier,"5,86982265","51,8328065",188265.90959164832,427244.89443706727,Heyendaalseweg 59,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=85,85.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188265.909591648 427244.894437067)
CUL_KUNSTWERKEN.260,87,Reliëf (Man die ton rolt),Ed van Teeseling,particulier,5.86755,51.847955,188098.12044223503,428929.179739007,Sint Anthoniusplaats 13,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=87,87.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188098.120442235 428929.179739007)
CUL_KUNSTWERKEN.261,89,Achttien hoofden,Martinus van Dijk,gemeente Nijmegen,"5,86588919","51,8470413",187984.35415083764,428826.77184662316,Burchtstraat (stadhuis),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=89,89.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187984.354150838 428826.771846623)
CUL_KUNSTWERKEN.262,90,Kruisbeeld,Charles Grips,particulier,"5,86678496","51,8165258",188068.48511307882,425432.225568039,Heyendaalseweg/Houtlaan,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=90,90.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188068.485113079 425432.225568039)
